,ECLI,Datum,verdachte
972,ECLI:NL:RBROT:2019:135,03-01-2019,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , zonder bekende woon- of verblijfplaats hier te lande. preventief gedetineerd in de Penitentiaire Inrichting Rotterdam, locatie Hoogvliet, raadsvrouw mr. E.W. Kempe, advocaat te Middelburg."
973,ECLI:NL:RBROT:2018:10373,29-11-2018,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Rotterdam, locatie De Schie, ingeschreven in de basisregistratie personen op het adres: [adres verdachte] te [woonplaats verdachte] , raadsman mr. M. van Stratum, advocaat te Nootdorp."
974,ECLI:NL:RBAMS:2017:10223,07-12-2017,"geboren te [geboorteplaats] op [geboortedatum] 1999, ingeschreven in de Basisregistratie personen op het adres [BRP-adres]"
975,ECLI:NL:RBROT:2017:5289,15-06-2017,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Rotterdam, locatie Hoogvliet, raadsvrouw mr. L.M. Verkuil, advocaat te Rotterdam."
976,ECLI:NL:RBNNE:2015:952,24-02-2015,"geboren op [geboortedatum] te [geboorteplaats], ingeschreven op het adres [adres], thans gedetineerd in de P.I. Leeuwarden te Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 10 februari 2015. De verdachte is verschenen, bijgestaan door mr. E. Albayrak, advocaat te Leeuwarden. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. P.M. van der Spek."
977,ECLI:NL:RBUTR:2012:BX6879,06-09-2012,"geboren op [1983] te [geboorteplaats], wonende te [woonplaats], thans verblijvende  in Altrecht, locatie Willem Arntsz Hoeve te Den Dolder. Raadsvrouwe mr. C.H. Dijkstra, advocaat te Amersfoort. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 23 augustus 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
978,ECLI:NL:RBUTR:2012:BX3094,13-06-2012,"geboren op [1973] te [geboorteplaats] wonende te [adres], [woonplaats]. raadsman mr. M. Baltus, advocaat te Den Haag. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 30 mei 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
979,ECLI:NL:RBUTR:2012:BW7866,05-06-2012,"geboren op [1989] te [geboorteplaats], wonende te [adres], [woonplaats], raadsvrouw mr. P. van der Geest, advocaat te Utrecht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 22 mei 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
980,ECLI:NL:RBUTR:2011:BU5325,16-11-2011,"geboren op [1991] te [geboorteplaats], wonende te [woonplaats], [adres] gedetineerd te Zwaag, PI Noord Holland Noord – HvB Zwaag raadsman mr. A.C. Vingerling, advocaat te Utrecht Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 2 november 2011, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Ter terechtzitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
981,ECLI:NL:RBSGR:2008:BG3944,11-11-2008,
982,ECLI:NL:RBMAA:2008:BC6120,07-03-2008,"geboren te [geboorteplaats] (Nigeria) en [geboortedatum] 1964, ten tijde van de laatste oproeping verblijvende in de PI Zuid Oost – Huis van Bewaring Maashegge Overloon, Stevensbeekseweg 14a, Overloon."
983,ECLI:NL:RBGRO:2006:AV0686,02-02-2006,"geboren te [geboorteplaats] op [geboortedatum], wonende te [woonplaats], thans preventief gedetineerd in [penitentiaire inrichting]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 19 januari 2006."
984,ECLI:NL:RBZWB:2020:4397,26-08-2020,"geboren op [geboorteplaats] te [geboortedag] 2003 wonende te [adres 1] raadsman mr. P. van de Kerkhof, advocaat te Tilburg. Onderzoek van de zaak De zaak is inhoudelijk behandeld met gesloten deuren op de zitting van 12 augustus 2020, waarbij de officier van justitie, mr. Bezem, en de verdediging hun standpunten kenbaar hebben gemaakt. Ter zitting zijn overeenkomstig artikel 285 van het Wetboek van Strafvordering de zaken onder voormelde parketnummers gevoegd."
985,ECLI:NL:RBGEL:2018:1991,26-04-2018,"geboren op [geboortedatum] 1994 te [geboorteplaats] , wonende te [adres] , [woonplaats] thans gedetineerd te Zwolle PPC te Zwolle Raadsvrouw: mr. N. Tanoglu, advocaat te Arnhem. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzittingen van 4 januari 2018, 29 maart 2018 en 12 april 2018."
986,ECLI:NL:RBOVE:2017:3187,10-08-2017,"geboren op [geboortedatum] 1975 in [geboorteplaats] , wonende te [woonplaats] , nu verblijvende in de P.I. Arnhem, HvB Arnhem Zuid."
987,ECLI:NL:RBROT:2017:4851,09-05-2017,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Rotterdam, locatie De Schie, raadsman mr. T.F.B. Veerman, advocaat te Rotterdam."
988,ECLI:NL:RBNHO:2017:1616,31-01-2017,", geboren op [geboortedatum] te [geboorteplaats] , zonder vaste woon- of verblijfplaats hier ten lande, thans gedetineerd in Justitieel Complex Zaanstad. De rechtbank heeft de zaken, die bij afzonderlijke dagvaardingen onder de bovenvermelde parketnummers zijn aangebracht, gevoegd. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. M.G.T. Kramer en van hetgeen verdachte en zijn raadsman, mr. J.T.H.M. Mühren, advocaat te Purmerend, naar voren hebben gebracht."
989,ECLI:NL:RBZUT:2011:BP9109,25-03-2011,"geboren op [plaats, 1984], verblijvende in het huis van bewaring Doetinchem te Doetinchem. Raadsman: mr. J.J. Roossien, advocaat te Elburg. Onderzoek van de zaken De zaak met parketnummer 06/940390-10 is op 29 december 2010 aanhangig gemaakt. De zaak is toen aangehouden, omdat het persoonlijkheidsonderzoek nog niet gereed was. Op maart 2011 is de zaak voortgezet en is de zaak met parketnummer 06/850698-10 eveneens aanhangig gemaakt. Om proceseconomische reden is de voeging van deze zaken bevolen. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzittingen van december 2010 en 11 maart 2011."
990,ECLI:NL:RBBRE:2010:BN3637,29-07-2010,"geboren op [geboortedatum] te [geboorteplaats] wonende te [adres] raadsman mr. Woodrow, advocaat te Tilburg Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 15 juli 2010, waarbij de officier van justitie, mr. Van Delft, en de verdediging hun standpunten kenbaar hebben gemaakt."
991,ECLI:NL:RBNNE:2021:5138,07-12-2021,"geboren op [geboortedatum] 1974 te [geboorteplaats] , ingeschreven op [adres] , nu gedetineerd in PI Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 23 november 2021. Verdachte is verschenen, bijgestaan door mr. M.S. Scheffers, advocaat te Hoogezand. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. D. Roggen."
992,ECLI:NL:RBAMS:2021:6309,05-11-2021,"geboren te [geboorteplaats] ([geboorteland]) op [geboortedag] 1990, zonder vaste woon- of verblijfplaats in Nederland, thans gedetineerd te: [detentieadres]."
993,ECLI:NL:RBAMS:2021:6695,28-10-2021,"geboren te [geboorteplaats] op [geboortedag] 2002, wonende op het adres [adres verdachte]"
994,ECLI:NL:RBAMS:2020:5872,05-11-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1985 ingeschreven in de Basisregistratie Personen op het adres [adres] , [woonplaats] , gedetineerd in [detentieplaats] ."
995,ECLI:NL:RBAMS:2020:3109,24-06-2020,"geboren te [geboorteplaats] ([geboorteland]) op [geboortedag] 1980, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het Huis van Bewaring [locatie te plaats]."
996,ECLI:NL:RBAMS:2019:8061,22-10-2019,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1981, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] , gedetineerd in de penitentiaire inrichting [naam PI]"
997,ECLI:NL:RBOVE:2019:1563,09-05-2019,", geboren op [geboortedatum] 1982 in [geboorteplaats] , ingeschreven in de BRP en verblijvende in de P.I. Almelo."
998,ECLI:NL:RBAMS:2018:6932,28-09-2018,", ook opgeroepen onder de naam [naam verdachte] geboren te [geboorteplaats] , [geboorteland] , op [geboortedag] 1989, zonder vaste woon- of verblijfplaats in Nederland."
999,ECLI:NL:RBMNE:2018:6902,14-09-2018,geboren op [1988] te [geboorteplaats] (Polen) zonder vaste woon-/ of verblijfplaats in Nederland thans gedetineerd in de Penitentiaire Inrichting Nieuwegein
1000,ECLI:NL:RBAMS:2018:3205,24-04-2018,",geboren te [geboorteplaats] op [geboortedag] 2001,zonder vaste woon- of verblijfplaats in Nederland,thans verblijvende in [plaats detentie] ."
1001,ECLI:NL:RBROT:2017:10904,30-11-2017,", geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres: [adres verdachte] [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in PI Krimpen aan den IJssel, Van der Hoopstraat 100, 2921 LD Krimpen aan den IJssel, raadsvrouw: mr. L.A. Middelkoop, advocaat te Rotterdam."
1002,ECLI:NL:RBLIM:2017:9653,05-10-2017,"geboren te [geboortegegevens verdachte] , gedetineerd in Vught PPC te Vught. De verdachte wordt bijgestaan door mr. H. van der Ende, advocaat kantoorhoudende te Venlo. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 21 september 2017. De verdachte en zijn raadsvrouw zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
1003,ECLI:NL:RBLIM:2017:1638,22-02-2017,"geboren te [geboortegegevens verdachte] , wonende te [adresgegevens verdachte] , gedetineerd in PI Limburg Zuid - De Geerhorst te Sittard. De verdachte wordt bijgestaan door mr. S. Ikiz, advocaat kantoorhoudende te Vaals. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zittingen van 6 december 2016 en 8 februari 2017. De verdachte en zijn raadsman zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
1004,ECLI:NL:RBMAA:2012:BX5790,07-08-2012,"geboren te [geboortegegevens verdachte], wonende te [adresgegevens verdachte]. Raadsvrouw is mr. S.M. Kurvers, advocaat te Maastricht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 24 juli 2012, waarbij de officier van justitie en de raadsvrouw hun standpunten kenbaar hebben gemaakt."
1005,ECLI:NL:RBLIM:2020:1017,11-02-2020,"geboren te [geboorteplaats] op [geboortedatum] 1988, gedetineerd in P.I. Zuid Oost, HvB Roermond, Keulsebaan 530, 6045 GL te Roermond. De verdachte wordt bijgestaan door mr. J.K.T. Schoffelen, advocaat, kantoorhoudende te Roermond. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 28 januari 2020. De verdachte en zijn raadsman zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
1006,ECLI:NL:RBMNE:2016:7629,23-09-2016,"geboren op [1990] te [geboorteplaats] (Afghanistan) wonende te [woonplaats] thans gedetineerd in de [verblijfplaats] , bijzondere afdeling"
1007,ECLI:NL:RBOVE:2021:4353,22-11-2021,"geboren op [geboortedatum] 1998 in [geboorteplaats] , wonende aan [adres] ."
1008,ECLI:NL:RBAMS:2021:6306,05-11-2021,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1990, zonder vaste woon- of verblijfplaats in Nederland, thans gedetineerd te: [detentieadres]"
1009,ECLI:NL:RBROT:2021:6645,09-07-2021,"geboren op [geboortedatum verdachte] te [geboorteplaats verdachte] , niet ingeschreven in de basisregistratie personen, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Ter Apel (vreemdelingenbewaring), raadsman mr. A. Boumanjal, advocaat te Utrecht."
1010,ECLI:NL:RBNHO:2021:4738,11-06-2021,", geboren op [geboortedatum] 1979 te [geboorteplaats] , zonder vaste woon- of verblijfplaats in Nederland, thans gedetineerd in [detentieadres] . De politierechter heeft op 13 april 2021 de zaken onder de parketnummers 15-023983-21 en 15-231368-20 gevoegd en heeft deze zaken inclusief de vordering tot herroeping van de vervroegde invrijheidstelling met VI-nummer 99-000643-31 naar de meervoudige kamer verwezen. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie, mr. M.A. Boheur, en van hetgeen verdachte en zijn raadsman, mr. J.H.T. van Brunschot, advocaat te Den Haag, naar voren hebben gebracht."
1011,ECLI:NL:RBROT:2020:9968,14-10-2020,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting uit anderen hoofde gedetineerd in de Penitentiaire Inrichting Rotterdam, locatie Hoogvliet, raadsman mr. R.A.L.F. Frijns, advocaat te Rotterdam."
1012,ECLI:NL:RBAMS:2020:4313,29-07-2020,", geboren op [geboortedag] 1991 in [geboorteplaats] ( [geboorteland] ), zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in de [plaats detentie] ."
1013,ECLI:NL:RBAMS:2020:2935,10-06-2020,",geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1955,zonder vaste woon- of verblijfplaats,thans verblijvende in de [plaats detentie] ."
1014,ECLI:NL:RBAMS:2019:9305,11-12-2019,", geboren te [geboorteplaats 1] op [geboortedag] 1999, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] ."
1015,ECLI:NL:RBAMS:2019:9146,17-05-2019,", geboren te [geboorteplaats] op [geboortedag] 1998, zonder vaste woon- of verblijfplaats in Nederland."
1016,ECLI:NL:RBROT:2019:3608,22-03-2019,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , zonder vaste woon- of verblijfplaats hier te lande, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de PI Rijnmond - HvB De IJssel, locatie Krimpen aan den IJssel, raadsvrouw mr. N.C. Reehuis, advocaat te Amsterdam."
1017,ECLI:NL:RBNNE:2018:5011,06-11-2018,"geboren op [geboortedatum] 1980 te [geboorteplaats], wonende te [woonplaats], thans gedetineerd te PI Rijnmond - HvB De IJssel. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van november 2018. Verdachte is verschenen, bijgestaan door mr. P. Bonthuis, advocaat te Joure. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. L. Lübbers."
1018,ECLI:NL:RBROT:2018:6672,26-06-2018,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] , [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Dordrecht, raadsvrouw mr. H. Orduseven-Semerci, advocaat te Rotterdam."
1019,ECLI:NL:RBAMS:2018:3856,01-06-2018,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1978, ingeschreven in de Basisregistratie Personen op het adres [adres] ."
1020,ECLI:NL:RBROT:2017:4849,25-04-2017,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres: [adres verdachte] , [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in het Penitentiair Psychiatrisch Centrum Vught te Vught, raadsvrouw mr. J. Verstegen, advocaat te Amsterdam."
1021,ECLI:NL:RBMNE:2015:9545,11-12-2015,"geboren op [1960] te [geboorteplaats] , thans gedetineerd te [verblijfplaats] ."
1022,ECLI:NL:RBOBR:2014:4656,31-07-2014,"geboren te [geboorteplaats] op [1969], thans gedetineerd te Vught PPC. Dit vonnis is op tegenspraak gewezen naar aanleiding van het onderzoek ter terechtzitting van 17 juli 2014. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie en van hetgeen van de zijde van verdachte/veroordeelde naar voren is gebracht."
1023,ECLI:NL:RBUTR:2011:BQ8458,10-06-2011,"geboren op [1979] te [geboorteplaats] thans gedetineerd te PI Midden-Holland, HvB Haarlem raadsvrouw mr. H. Seton, advocaat te Amersfoort Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 30 mei 2011, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Ter terechtzitting zijn overeenkomstig artikel 285 van het Wetboek van Strafvordering de zaken onder voormelde parketnummers gevoegd."
1024,ECLI:NL:RBZLY:2010:BO1095,31-08-2010,
1025,ECLI:NL:RBROE:2010:BN2995,30-07-2010,"geboren te [plaats], wonende aan de [adres], thans gedetineerd in [detentieadres]. Het onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 16 juli 2010."
1026,ECLI:NL:RBROT:2005:AU5083,26-10-2005,"geboren te [geboorteplaats] op [geboortedatum] 1978, ingeschreven in de gemeentelijke basisadministratie op het adres: [adres] ten tijde van het onderzoek ter terechtzitting gedetineerd in de Penitentiaire Inrichtingen Zuid West, Huis van Bewaring “De Dordtse Poorten” te Dordrecht, doch thans niet langer gedetineerd. Dit vonnis is gewezen naar aanleiding van het onderzoek op de openbare terechtzitting van oktober 2005."
1027,ECLI:NL:RBROT:2020:10673,29-10-2020,", geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] 2005, ingeschreven in de basisregistratie personen op het adres [adres verdachte] ( [postcode verdachte] ) te [woonplaats verdachte] , raadsman mr. M.P. Kloppenburg, advocaat te Rotterdam."
1028,ECLI:NL:RBROT:2018:2834,23-02-2018,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] 2000, ingeschreven in de basisregistratie personen op het adres: [adres verdachte] , [woonplaats verdachte] , raadsman mr. T.S. Kessel, advocaat te Rotterdam."
1029,ECLI:NL:RBDHA:2014:2555,27-02-2014,"geboren te[geboorteplaats] op [geboortedatum], thans preventief gedetineerd in het [instelling A]"
1030,ECLI:NL:RBALK:2012:BX7860,18-09-2012,
1031,ECLI:NL:RBNNE:2021:2792,25-06-2021,"geboren op [geboortedatum] 1965 te [geboorteplaats] , thans gedetineerd in [instelling] . Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 11 juni 2021. De verdachte is verschenen, bijgestaan door mr. A.H.J. Strak, advocaat te Rotterdam. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. B. Rademacher."
1032,ECLI:NL:RBDHA:2021:11336,07-10-2021,"geboren te [geboorteplaats] op [geboortedatum] 2002, [adres 1] , thans preventief gedetineerd in: het Forensisch Centrum Teylingereind te Sassenheim, advocaat: mr. L. Windhorst te Den Haag."
1033,ECLI:NL:RBMNE:2018:5656,20-11-2018,geboren op [geboortedatum] 1999 te [geboorteplaats] ingeschreven in de Basisregistratie personen op het adres [adres] te ( [postcode] ) [woonplaats] thans verblijvende in de [verblijfplaats]
1034,ECLI:NL:RBNNE:2021:818,09-03-2021,"geboren op [geboortedatum] 2001 te [geboorteplaats], die woont op het adres [straatnaam], [woonplaats]. Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 23 februari 2021. Verdachte is verschenen, bijgestaan door mr. H.M. Terpstra, advocaat te Leeuwarden. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. A.J. Kemkers."
1035,ECLI:NL:RBMNE:2019:6554,05-09-2019,", geboren op [1983] te [geboorteplaats] , ingeschreven in de Basisregistratie personen op het adres [adres] , [woonplaats] ."
1036,ECLI:NL:RBAMS:2019:6532,27-08-2019,"geboren te [geboorteplaats] op [geboortedag] 1997, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres]"
1037,ECLI:NL:RBDHA:2019:1854,28-02-2019,", geboren op [geboortedatum] te [geboorteplaats] , thans gedetineerd in [plaats]"
1038,ECLI:NL:RBNNE:2018:2422,15-06-2018,"geboren op [geboortedatum] 1984 te [geboorteplaats] , wonende te [woonplaats] , [straatnaam] , thans gedetineerd te PI Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van juni 2018. Verdachte is verschenen, bijgestaan door mr. A. Allersma, advocaat te Haren. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. T. Klooster."
1039,ECLI:NL:RBAMS:2018:3857,01-06-2018,"geboren te [geboorteplaats] [land van herkomst] ) op [geboortedag] 1972, ingeschreven in de Basisregistratie Personen op het adres [adres 1] ."
1040,ECLI:NL:RBAMS:2018:3866,01-06-2018,"geboren te [geboorteplaats] op [geboortedag] 1969, ingeschreven in de Basisregistratie Personen op het adres [adres 1] , [plaats] ."
1041,ECLI:NL:RBAMS:2018:3201,24-04-2018,",geboren te [geboorteland] op [geboortedag] 1995,zonder vaste woon- of verblijfplaats in Nederland,thans verblijvende in Detentiecentrum [detentiecentrum] ."
1042,ECLI:NL:RBGEL:2017:4176,02-08-2017,", geboren op [geboortedatum] 1979 te [geboorteplaats] , wonende aan de [adres 1] , thans echter gedetineerd te Zwolle PPC te Zwolle. Raadsman: mr. E.P.H. van Esser, advocaat te Amsterdam. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 19 juli 2017."
1043,ECLI:NL:RBAMS:2016:120,12-01-2016,", geboren te [geboorteplaats] op [geboortedatum] 1971, ingeschreven in de Basisregistratie personen op het adres [adres 1] , [te plaats] , thans gedetineerd in het [detentieadres] ."
1044,ECLI:NL:RBNHO:2015:3458,24-04-2015,"geboren op [geboortedatum] te [geboorteplaats] (Kaapverdië), volgens eigen opgave postadres [adres], volgens eigen opgave feitelijk verblijvende op de adressen [adres] en [adres]. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. M. Kubbinga en van wat verdachte en zijn raadsvrouw, mr. L. Stolk-Hogeterp, advocaat te Zaandam, naar voren hebben gebracht."
1045,ECLI:NL:RBNNE:2015:3015,17-03-2015,"geboren op [geboortedatum] te [geboorteplaats], wonende te [woonplaats], [woonadres]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 3 maart 2015. De verdachte is verschenen, bijgestaan door mr. A.M.R. van Ginneken, advocaat te Utrecht. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. R.G. de Graaf."
1046,ECLI:NL:RBLIM:2015:1478,17-02-2015,"geboren te [geboorteplaats] op [geboortedag] 2000, wonende te [woonplaats], [adres]. Raadsvrouw is mr. A.J.M. Mertens, advocaat te Weert. Het onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 3 februari 2015. De rechtbank heeft op 3 februari 2015 gehoord: de officier van justitie en de verdachte, bijgestaan door zijn raadsvrouw. Tevens zijn toen gehoord, [oma verdachte], bijgestaan door een tolk, zijnde de oma van verdachte en de heer [voogd verdachte], voogd van verdachte."
1047,ECLI:NL:RBDHA:2014:11922,02-09-2014,", geboren op [geboortedatum] 1975 te [geboorteplaats], thans gedetineerd in de penitentiaire inrichting [penitentiaire inrichting]."
1048,ECLI:NL:RBOBR:2014:4049,22-07-2014,"geboren te [geboorteplaats] op [1995], wonende te [adres 1], thans gedetineerd te: P.I. HvB Grave (Unit A + B). Dit vonnis is op tegenspraak gewezen naar aanleiding van het onderzoek ter terechtzitting van 24 januari 2014, 11 april 2014 en 8 juli 2014. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie en van hetgeen van de zijde van verdachte naar voren is gebracht."
1049,ECLI:NL:RBMID:2012:BV1286,19-01-2012,"geboren op [1994], wonende te [adres], ter terechtzitting verschenen, raadsman mr. Van Hevele, advocaat te Terneuzen, ter terechtzitting aanwezig. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting met gesloten deuren van 5 januari 2012, waarbij de officier van justitie mr. Van der Hofstede en de verdediging hun standpunten kenbaar hebben gemaakt."
1050,ECLI:NL:RBROT:2011:BU4299,30-06-2011,"geboren op [geboortedatum] te [geboorteplaats, land], ingeschreven in de gemeentelijke basisadministratie op het adres [ ], ten tijde van het onderzoek ter terechtzitting preventief gedetineerd in de Rijksinrichting De Heuvelrug, locatie Eikenstein, raadsvrouw mr. H.M.G. Peters, advocaat te Rotterdam. ONDERZOEK OP DE TERECHTZITTING Het onderzoek op de terechtzitting met gesloten deuren heeft plaatsgevonden op 16 juni 2011."
1051,ECLI:NL:RBZLY:2009:BJ0226,09-06-2009,"geboren [geboortedatum] te [geboorteplaats], wonende [adres], thans verblijvende in de RIJ de Doggershoek te Den Helder. Raadsman mr. S.G.B.M. Schönhage, advocaat te Almere. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 26 mei 2009, waarbij de officier van justitie, mr. N.M. van Collenburg, de verdachte en de verdediging hun standpunten kenbaar hebben gemaakt. Ter zitting zijn overeenkomstig artikel 285 van het Wetboek van Strafvordering de zaken onder voormelde parketnummers gevoegd."
1052,ECLI:NL:RBZUT:2008:BD9391,06-08-2008,"geboren te [plaats, 1983], wonende te [adres], thans uit anderen hoofde verblijvende in de penitentiaire inrichting voor vrouwen te Zwolle."
1053,ECLI:NL:RBAMS:2007:BD1911,29-11-2007,"geboren te [geboorteplaats] op [geboortedatum] 1974, zonder vaste woon- of verblijfplaats in Nederland. De rechtbank heeft beraadslaagd naar aanleiding van het onderzoek op de terechtzitting van de politierechter van 12 oktober 2007 en de terechtzittingen van deze meervoudige strafkamer van 1 november 2007 en 15 november 2007. Telastelegging Zaak A (13/421598-07): Aan verdachte is tenlastegelegd dat hij op of omstreeks 27 september 2007 te Amsterdam, in elk geval in Nederland, als vreemdeling heeft verbleven, terwijl hij wist of ernstige reden had te vermoeden dat hij op grond van artikel 67 van de Vreemdelingenwet 2000, in elk geval op grond van enig wettelijk voorschrift, ongewenst vreemdeling was verklaard; (artikel 197 Wetboek van Strafrecht) Zaak B (13/421609-07): Aan verdachte is tenlastegelegd dat feit 1 hij op of omstreeks 1 oktober 2007 te Amsterdam met het oogmerk van wederrechtelijke toe-eigening heeft weggenomen een appel en/of twee flesjes bier, in elk geval enig goed, geheel of ten dele toebehorende aan Openbare Bibliotheek (Oosterdokskade 5), in elk geval aan een ander of anderen dan aan verdachte; (artikel 310 Wetboek van Strafrecht)."
1054,ECLI:NL:RBALK:2006:AW3534,04-04-2006,"geboren te [geboorteplaats] op [geboortedatum] 1975, thans gedetineerd in PI Noord-Holland Noord – HvB Schutterswei te Alkmaar. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 21 maart 2006. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. M.L.P. Ridderbeks, die ertoe strekt dat de rechtbank - het primair tenlastegelegde zal bewezen verklaren - aan de verdachte voor het primair tenlastegelegde feit zal opleggen de maatregel tot plaatsing in een inrichting voor stelselmatige daders (hierna te noemen: ISD-maatregel) voor de duur van twee jaren, met een tussentijdse beoordeling na één jaar, zonder aftrek van de tijd die verdachte in verzekering en voorlopige hechtenis heeft doorgebracht. De rechtbank heeft tevens kennisgenomen van hetgeen door de verdachte en mr. T. de Bont, raadsman van de verdachte, naar voren is gebracht."
1055,ECLI:NL:RBDOR:2006:AV0757,12-01-2006,"geboren te [gebooorteplaats] op [geboortedatum], wonende te [adres] te [woonplaats] thans gedetineerd in de P.I. Zuid-West, locatie Dordtse Poorten, te Dordrecht. De rechtbank heeft de processtukken gezien en kennis genomen van de vordering van de officier van justitie en van hetgeen de verdediging naar voren heeft gebracht. De rechtbank heeft kennisgenomen van de vordering van de benadeelde partij."
